Province,Commune,Nom Etab,Categorie,Nom Complet
Khenifra,Sebt Ait Rahou,Sebt Ait Rahou,CSC,Centre de santé communal
Khenifra,Sebt Ait Rahou,Tnine Ait Boukhayou,DR,Dispensaire Rural
Khenifra,Oum Rabia,Tanafnite,CSC,Centre de santé communal
Khenifra,Oum Rabia,Ait Ouahaba,DR,Dispensaire Rural
Khenifra,El Hammam,El Hammam,DR,Dispensaire Rural
Khenifra,El Hammam,Bouchbel,DR,Dispensaire Rural
Khenifra,Aguelmam Azegza,Ajdir,CSC,Centre de santé communal
Khouribga,Khouribga,El Fath,CSU,Centre de santé urbain
Khouribga,Khouribga,Ibn Abdoune,CSU,Centre de santé urbain
Khouribga,Khouribga,My YOUSSEF (KHOURIBGA),CSU,Centre de santé urbain
Khouribga,Khouribga,El Massira,CSU,Centre de santé urbain
Khouribga,Khouribga,Al Quods,CSU,Centre de santé urbain
Khouribga,Khouribga,Khouribga,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Khouribga,Khouribga,Khouribga,CRPF,CRPF
Khouribga,Khouribga,Khouribga,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Khouribga,Oued Zem,El Fath,CSU,Centre de santé urbain
Khouribga,Oued Zem,20 Aout,CSU,Centre de santé urbain
Khouribga,Bejaad,Bejaad,CSU,Centre de santé urbain
Khouribga,Bejaad,Bejaad (20 Aout),CSU,Centre de santé urbain
Khouribga,Boujniba,Boujniba,CSUA,Centre de santé urbain avec module d'accouchement
Khouribga,Hattane,Hattane,CSUA,Centre de santé urbain avec module d'accouchement
Khouribga,Rouached,Rouached,CSC,Centre de santé communal
Khouribga,Chougrane,Chougrane,CSC,Centre de santé communal
Khouribga,Chougrane,Gaara,DR,Dispensaire Rural
Khouribga,Tachrafat,Tachrafat,CSC,Centre de santé communal
Khouribga,Ain Kaicher,Ain Kaicher,CSC,Centre de santé communal
Khouribga,Bni Bataou,Bni Batao,CSCA,Centre de santé communal avec module d'accouchement
Khouribga,Boukhrisse,Boukhrisse,CSC,Centre de santé communal
Khouribga,Bni Zrantel,Bni Zrantel,CSC,Centre de santé communal
Khouribga,Oulad Gouaouch,Oulad Gouaouch,CSC,Centre de santé communal
Khouribga,Bni Ykhlef,Bni Ykhlef,CSC,Centre de santé communal
Khouribga,Bni Ykhlef,Ain Kahla,DR,Dispensaire Rural
Khouribga,Boulanouare,Boulanouare,CSC,Centre de santé communal
Khouribga,Bir Mezoui,Bir Mezoui,CSC,Centre de santé communal
Khouribga,Lagfaf,Lagfaf,CSC,Centre de santé communal
Khouribga,El Foqra,El Foqra,CSC,Centre de santé communal
Khouribga,M'fassis,M'fassis,CSC,Centre de santé communal
Khouribga,Oulad Abdoune,Oulad Abdoune,CSC,Centre de santé communal
Khouribga,Oulad Azzouz,Oulad Azzouz,CSC,Centre de santé communal
Khouribga,Oulad Azzouz,Tlet Od Azzouz,DR,Dispensaire Rural
Khouribga,Oulad Azzouz,Foum Tizi (Od Driss),DR,Dispensaire Rural
Khouribga,Ait Ammar,Ait Ammar,CSC,Centre de santé communal
Khouribga,Oulad Ftata,Oulad Ftata,CSC,Centre de santé communal
Khouribga,Lagnadiz,Lagnadiz,CSC,Centre de santé communal
Khouribga,Oulad Boughadi,Oulad Boughadi,CSCA,Centre de santé communal avec module d'accouchement
Khouribga,Bni Smir,Bni Smir,CSCA,Centre de santé communal avec module d'accouchement
Khouribga,Bni Smir,Lourada,DR,Dispensaire Rural
Khouribga,Bni Smir,Oulad Bouali,DR,Dispensaire Rural
Khouribga,Kasbat Troch,Troch,CSC,Centre de santé communal
Khouribga,Maadna,Maadna,CSCA,Centre de santé communal avec module d'accouchement
Khouribga,Maadna,Lghaba,DR,Dispensaire Rural
Khouribga,Oulad Fennane,Oulad Fennane,CSC,Centre de santé communal
Khouribga,Oulad Fennane,Rouamech,DR,Dispensaire Rural
Khouribga,Oulad Fennane,Ait Abdeslam,DR,Dispensaire Rural
Khouribga,Braksa,Braksa,CSC,Centre de santé communal
Khouribga,Oulad Aissa,Oulad Aissa,CSC,Centre de santé communal
Khouribga,Khouribga,Zaytoun,CSU,Centre de santé urbain
Khouribga,Khouribga,Yasmine,CSU,Centre de santé urbain
Khouribga,Bni Bataou,Laatichina,DR,Dispensaire Rural
Laayoune,Laayoune,20 Aout,CSU,Centre de santé urbain
Laayoune,Laayoune,Med Salem S.Boukhari,CSU,Centre de santé urbain
Laayoune,Laayoune,Slim B.Bachir B.Ammar,CSU,Centre de santé urbain
Laayoune,Laayoune,Attaawoun,CSU,Centre de santé urbain
Laayoune,Laayoune,Attaawoun,CRPF,CRPF
Laayoune,Laayoune,Hay Al Qods (Ex Al Wahda),CSU,Centre de santé urbain
Laayoune,Laayoune,Al Wahda (Ex Hay Al Qods),CSU,Centre de santé urbain
Laayoune,Dcheira,Dcheira,DR,Dispensaire Rural
Laayoune,Foum El Oued,Village,DR,Dispensaire Rural
Laayoune,Foum El Oued,Dayat,DR,Dispensaire Rural
Laayoune,El Marsa,Al Marsa,CSUA,Centre de santé urbain avec module d'accouchement
Larache,Ksar El Kebir,My Ali Boughaleb,CSU,Centre de santé urbain
Larache,Ksar El Kebir,Khalkhali,CSU,Centre de santé urbain
Larache,Ksar El Kebir,Sidi Kamel,CSU,Centre de santé urbain
Larache,Ksar El Kebir,Bouchouika,CSU,Centre de santé urbain
Larache,Ksar El Kebir,Moaskar,CSU,Centre de santé urbain
Larache,Larache,Hay El Jadid,CSU,Centre de santé urbain
Larache,Larache,Kassaba,CSU,Centre de santé urbain
Larache,Larache,Hay Nador,CSU,Centre de santé urbain
Larache,Larache,Alwafaa,CSU,Centre de santé urbain
Larache,Larache,Lalla Meriem,CSU,Centre de santé urbain
Larache,Larache,Centre De Reference,CRPF,CRPF
Larache,Larache,Alwafaa,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Larache,Larache,Laboratoire (Siaap),LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Larache,Zouada,Zouada,CSC,Centre de santé communal
Larache,Zouada,Snadla,DR,Dispensaire Rural
Larache,Laouamra,Laouamra,CSCA,Centre de santé communal avec module d'accouchement
Larache,Bou Jedyane,Bou-Jedyane,CSC,Centre de santé communal
Larache,Souk L'qolla,L'qolla,CSC,Centre de santé communal
Larache,Souk L'qolla,Souk Tlet,DR,Dispensaire Rural
Larache,Tatoft,Tatoft,CSCA,Centre de santé communal avec module d'accouchement
Larache,Oulad Ouchih,Oulad Ouchih,CSC,Centre de santé communal
Larache,Ksar Bjir,Ksar Bjir,CSC,Centre de santé communal
Larache,Souaken,Souaken,CSC,Centre de santé communal
Larache,Souaken,Lahrache (Souk Tolba),DR,Dispensaire Rural
Larache,Ayacha,Ayacha,CSC,Centre de santé communal
Larache,Ayacha,Ain Kssab,DR,Dispensaire Rural
Larache,Bni Arouss,Bni Arouss,CSCA,Centre de santé communal avec module d'accouchement
Larache,Tazroute,Tazroute,CSC,Centre de santé communal
Larache,Bni Garfett,Bni Garfett,CSCA,Centre de santé communal avec module d'accouchement
Larache,Zaaroura,Zaaroura,CSC,Centre de santé communal
Larache,Sahel,Sahel,CSCA,Centre de santé communal avec module d'accouchement
Larache,Rissana Chamalia,Rissana Chamalia,CSC,Centre de santé communal
Larache,Rissana Janoubia,Rissana Janoubia,CSC,Centre de santé communal
Larache,Zaaroura,Aouarmout,DR,Dispensaire Rural
Larache,Laouamra,Zlaoula,DR,Dispensaire Rural
Larache,Souk Tolba,Oulad Lharti,CSCA,Centre de santé communal avec module d'accouchement
Marrakech,Mechouar Kasba,El Kasbah,CSU,Centre de santé urbain
Marrakech,Mechouar Kasba,Sidi Amara,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Houmane Fetouaki,CSU,Centre de santé urbain
Marrakech,Gueliz (Ar),Hay Mohammadi,CSU,Centre de santé urbain
Marrakech,Gueliz (Ar),Mohammadia,CSU,Centre de santé urbain
Marrakech,Gueliz (Ar),Kadi Ayyad,CSU,Centre de santé urbain
Marrakech,Gueliz (Ar),Semlalia,CSU,Centre de santé urbain
Marrakech,Gueliz (Ar),Bab Doukkala,CSU,Centre de santé urbain
Marrakech,Gueliz (Ar),Gueliz,CSU,Centre de santé urbain
Marrakech,Menara (Ar),Hay Hassani,CSU,Centre de santé urbain
Marrakech,Menara (Ar),Castor,CSU,Centre de santé urbain
Marrakech,Menara (Ar),Mhamid,CSU,Centre de santé urbain
Marrakech,Menara (Ar),Massira I,CSUA,Centre de santé urbain avec module d'accouchement
Marrakech,Marrakech-Medina (Ar),Arsat Moha,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Bahia,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Jnan El Aafia,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Agdal Ba Ahmed,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Bab Aylane,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Mouassine,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Mokef,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Bab Taghzout,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Morstane,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Abbassy,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Zraib,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Ryad Laarouss,CSU,Centre de santé urbain
Marrakech,Sidi Youssef Ben Ali (Ar),Oasis,CRPF,CRPF
Marrakech,Marrakech-Medina (Ar),Dar El Bacha,CSU,Centre de santé urbain
Marrakech,Marrakech-Medina (Ar),Medina,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Marrakech,Sidi Youssef Ben Ali (Ar),Kobba,CSU,Centre de santé urbain
Marrakech,Sidi Youssef Ben Ali (Ar),Youssef  B.Tachfine,CSU,Centre de santé urbain
Marrakech,Sidi Youssef Ben Ali (Ar),Oasis,CSU,Centre de santé urbain
Marrakech,Sidi Youssef Ben Ali (Ar),Chouhada,CSU,Centre de santé urbain
Marrakech,Annakhil (Ar),Dar Tounsi,CSU,Centre de santé urbain
Marrakech,Annakhil (Ar),Ain Itti,CSU,Centre de santé urbain
Marrakech,Annakhil (Ar),Fekhara,CSU,Centre de santé urbain
Marrakech,Souihla,Souihla,CSC,Centre de santé communal
Marrakech,Loudaya,Loudaya,CSCA,Centre de santé communal avec module d'accouchement
Marrakech,Tassoultante,Sidi Moussa,CSC,Centre de santé communal
Marrakech,Saada,SAADA I (Taaouniat El Fath),CSC,Centre de santé communal
Marrakech,Saada,Saada Ii (Ferme Laaraj),DR,Dispensaire Rural
Marrakech,Sid Zouine,Sid Zouine,CSC,Centre de santé communal
Marrakech,Agafay,Ait Daoud (Agafai),CSC,Centre de santé communal
Marrakech,Ait Imour,Ait Imour,CSC,Centre de santé communal
Marrakech,Harbil,Harbil (Nzalt Lharmel ),CSC,Centre de santé communal
Marrakech,M'nabha,Kettara,CSCA,Centre de santé communal avec module d'accouchement
Marrakech,M'nabha,Had Mnabha,DR,Dispensaire Rural
Marrakech,Oulad Hassoune,Ouahat S.Brahim (Oulad Belaaguid),CSC,Centre de santé communal
Marrakech,Ouled Dlim,Centre 44  ,CSCA,Centre de santé communal avec module d'accouchement
Marrakech,Ouled Dlim,Ouled Dlim,DR,Dispensaire Rural
Marrakech,Ouled Dlim,Hayyane,DR,Dispensaire Rural
Marrakech,Ouled Dlim,Abda Scarna,DR,Dispensaire Rural
Marrakech,Ouled Dlim,Azib Sid Zouine,DR,Dispensaire Rural
Marrakech,Alouidane,Chouiter,CSC,Centre de santé communal
Marrakech,Alouidane,Touihina,DR,Dispensaire Rural
Marrakech,Oulad Hassoune,Ouad Lahjar  ,CSCA,Centre de santé communal avec module d'accouchement
Marrakech,Oulad Hassoune,Oulad Hassoune,DR,Dispensaire Rural
Marrakech,Gueliz (Ar),Centre De Reference,CRPF,CRPF
Marrakech,Alouidane,Beggara,DR,Dispensaire Rural
Marrakech,Alouidane,Mhamdia,DR,Dispensaire Rural
Marrakech,Harbil,Ait Bella Ousaid,DR,Dispensaire Rural
Marrakech,Menara (Ar),Akiod,CSU,Centre de santé urbain
Marrakech,Oulad Hassoune,Oulad Mezzoug,DR,Dispensaire Rural
Marrakech,Oulad Hassoune,Zaouit Ben Sassi,DR,Dispensaire Rural
Marrakech,Saada,Saada Iii (Harbil),DR,Dispensaire Rural
Marrakech,Gueliz (Ar),Labo.  Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Marrakech,Menara (Ar),Azli,CSU,Centre de santé urbain
Marrakech,Menara (Ar),Maatallah,CSU,Centre de santé urbain
Marrakech,Sidi Youssef Ben Ali (Ar),Golf,CSU,Centre de santé urbain
Mdiq-Fnideq,M'DIQ,Mdiq,CSU,Centre de santé urbain
Mdiq-Fnideq,FNIDQ,Fnideq,CSU,Centre de santé urbain
Mdiq-Fnideq,ALLYENE,Allyine,CSC,Centre de santé communal
Mdiq-Fnideq,Belyounech,Belyounech,DR,Dispensaire Rural
Mediouna,Mediouna,Mediouna,CSUA,Centre de santé urbain avec module d'accouchement
Mediouna,Tit Mellil,Tit Melil,CSUA,Centre de santé urbain avec module d'accouchement
Mediouna,Sidi Hajjaj Oued Hassar,Sidi Hajjaj (Ouled Bouaziz),CSC,Centre de santé communal
Mediouna,Al Majjatia Oulad Taleb,Majjatia,CSC,Centre de santé communal
Mediouna,Al Majjatia Oulad Taleb,Lahmadate,DR,Dispensaire Rural
Mediouna,Lahraouyine,Mediouni,CSU,Centre de santé urbain
Meknès,Ouislane,Saada,CSU,Centre de santé urbain
Meknès,Meknes,Al Wahda,CSU,Centre de santé urbain
Meknès,Oualili,Beni Maraaz ,CSC,Centre de santé communal
Meknès,Oualili,Karmet Ben Salem,DR,Dispensaire Rural
Meknès,Al Machouar - Stinia,Bab Belkari,CSU,Centre de santé urbain
Meknès,Meknes,Sidi Amar,CSU,Centre de santé urbain
Meknès,Meknes,El Ismailia,CSU,Centre de santé urbain
Meknès,Meknes,Bni M'hamed,CSU,Centre de santé urbain
Meknès,Meknes,Jbabra,CSU,Centre de santé urbain
Meknès,Meknes,Sbata,CSUA,Centre de santé urbain avec module d'accouchement
Meknès,Meknes,Touarga,CSU,Centre de santé urbain
Meknès,Meknes,Sidi Bouzekri,CSU,Centre de santé urbain
Meknès,Meknes,Riyad Kostani,CSU,Centre de santé urbain
Meknès,Meknes,Riad,CSU,Centre de santé urbain
Meknès,Meknes,Bab Rha,CSU,Centre de santé urbain
Meknès,Meknes,Bab Siba,CSU,Centre de santé urbain
Meknès,Meknes,Hay Salam,CSU,Centre de santé urbain
Meknès,Meknes,Sidi Baba,CSU,Centre de santé urbain
Meknès,Meknes,Marjane,CSU,Centre de santé urbain
Meknès,Meknes,Diour Assalam,CSU,Centre de santé urbain
Meknès,Meknes,CDTMR Sidi Said,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Meknès,Meknes,El Bassatine,CSU,Centre de santé urbain
Meknès,Meknes,Al Anouar,CSU,Centre de santé urbain
Meknès,Meknes,Izdihar,CSU,Centre de santé urbain
Meknès,Meknes,Moulay Youssef (Ville Nouvelle),CSU,Centre de santé urbain
Meknès,Meknes,Ras Aghile,CSU,Centre de santé urbain
Meknès,Meknes,Borj My Omar,CSU,Centre de santé urbain
Meknès,Meknes,Ezzahoua,CSU,Centre de santé urbain
Meknès,Meknes,CRSR-Meknes,CRPF,CRPF
Meknès,Meknes,LEHM-Meknes,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Meknès,Meknes,Oum Rabiâ,CSU,Centre de santé urbain
Meknès,Moulay Driss Zerhoun,Moulay Idriss Zerhoun,CSUA,Centre de santé urbain avec module d'accouchement
Meknès,Ouislane,Al Boustane,CSU,Centre de santé urbain
Meknès,Ouislane,Ouislane,CSU,Centre de santé urbain
Meknès,Boufakrane,Boufakrane,CSUA,Centre de santé urbain avec module d'accouchement
Meknès,Toulal,Toulal,CSU,Centre de santé urbain
Meknès,Toulal,Quartier Administratif Toulal,CSU,Centre de santé urbain
Meknès,Oualili,Ain Bziz,DR,Dispensaire Rural
Meknès,Mrhassiyine,Mrhassiyine,CSCA,Centre de santé communal avec module d'accouchement
Meknès,Mrhassiyine,Moussaoua,DR,Dispensaire Rural
Meknès,Sidi Abdallah Al Khayat,S.Abdellah Khayat,CSC,Centre de santé communal
Meknès,Sidi Abdallah Al Khayat,Talaghza,DR,Dispensaire Rural
Meknès,Sidi Abdallah Al Khayat,Ait Sidi Hsaine,DR,Dispensaire Rural
Meknès,Sidi Abdallah Al Khayat,Sidi Mjahed,DR,Dispensaire Rural
Meknès,Charqaoua,Charqaoua,CSC,Centre de santé communal
Meknès,Charqaoua,Tadla,DR,Dispensaire Rural
Meknès,N'zalat Bni Amar,Nzalat Bni Amar,CSCA,Centre de santé communal avec module d'accouchement
Meknès,N'zalat Bni Amar,Bni Amar,DR,Dispensaire Rural
Meknès,N'zalat Bni Amar,Ouled Youssef,DR,Dispensaire Rural
Meknès,N'zalat Bni Amar,Skhirat,DR,Dispensaire Rural
Meknès,Dkhissa,Zoualet,CSC,Centre de santé communal
Meknès,Oued Jdida,Ouad Jdida,CSC,Centre de santé communal
Meknès,Oued Jdida,Ain Agoual,DR,Dispensaire Rural
Meknès,M'haya,Mhaya,CSCA,Centre de santé communal avec module d'accouchement
Meknès,M'haya,Ouled Slim,DR,Dispensaire Rural
Meknès,Majjate,Majjate,CSC,Centre de santé communal
Meknès,Majjate,Bridia,DR,Dispensaire Rural
Meknès,Sidi Slimane  Moul Al Kifane,Sidi Slimane,CSC,Centre de santé communal
Meknès,Sidi Slimane  Moul Al Kifane,Haj Kaddour,DR,Dispensaire Rural
Meknès,Ain Orma,Ain Orma,CSCA,Centre de santé communal avec module d'accouchement
Meknès,Dar Oum Soltane,Dar oum Soltane,CSC,Centre de santé communal
Meknès,Ait Ouallal,Ait Aissa Addi,CSC,Centre de santé communal
Meknès,Ain Karma-Oued Rommane,Oued Rommane,DR,Dispensaire Rural
Meknès,Ain Karma-Oued Rommane,Ain Karma,CSC,Centre de santé communal
Meknès,Ain Jemaa,Ain Jemaa,CSCA,Centre de santé communal avec module d'accouchement
Meknès,Oualili,Bouassel,DR,Dispensaire Rural
Midelt,Er-Rich,Er-Rich,CSUA,Centre de santé urbain avec module d'accouchement
Midelt,Er-Rich,Tahmidante,CSU,Centre de santé urbain
Midelt,Amouguer,Amouguer,CSCA,Centre de santé communal avec module d'accouchement
Midelt,Amouguer,Ait Yaacoub,DR,Dispensaire Rural
Midelt,Ait Yahya,Tazarine (A.Hatab),CSC,Centre de santé communal
Midelt,Imilchil,Imilchil,CSCA,Centre de santé communal avec module d'accouchement
Midelt,Bou Azmou,Bou-Azmou,CSC,Centre de santé communal
Midelt,Bou Azmou,Agdal,DR,Dispensaire Rural
Midelt,Outerbat,Outerbat,CSCA,Centre de santé communal avec module d'accouchement
Midelt,Guers Tiaallaline,Kerrandou,CSC,Centre de santé communal
Midelt,Guers Tiaallaline,Ait Attou,DR,Dispensaire Rural
Midelt,En-Nzala,En-Nzala,CSC,Centre de santé communal
Midelt,M'zizel,M'zizel,CSC,Centre de santé communal
Midelt,M'zizel,Ait Moussa Ou Ali,DR,Dispensaire Rural
Midelt,Sidi Aayad,Tillichte,CSC,Centre de santé communal
Midelt,Zaouiat Sidi Hamza,Zaouiat S.Hamza,CSCA,Centre de santé communal avec module d'accouchement
Midelt,Gourrama,Gourrama,CSCA,Centre de santé communal avec module d'accouchement
Midelt,Guir,Toulal,CSC,Centre de santé communal
Midelt,Guers Tiaallaline,Ait Khoujmane,DR,Dispensaire Rural
Midelt,Midelt,Hassan II,CSU,Centre de santé urbain
Midelt,Midelt,Souk El Had,CSU,Centre de santé urbain
Midelt,Ait Izdeg,Ait Izdeg,CSC,Centre de santé communal
Midelt,Ait Ayach,Ait Oumghar,CSC,Centre de santé communal
Midelt,Mibladen,Mibladen,CSC,Centre de santé communal
Midelt,Mibladen,Taghazoute,DR,Dispensaire Rural
Midelt,Amersid,Amersid,CSC,Centre de santé communal
Midelt,Amersid,Bouayach,DR,Dispensaire Rural
Midelt,Amersid,Zebzate,DR,Dispensaire Rural
Midelt,Amersid,Bertate,DR,Dispensaire Rural
Midelt,Tanourdi,Tanourdi,CSC,Centre de santé communal
Midelt,Tizi N'ghachou,Tizi N'ghachou,CSC,Centre de santé communal
Midelt,Boumia,Boumia,CSCA,Centre de santé communal avec module d'accouchement
Midelt,Aghbalou,Aghbalou,CSC,Centre de santé communal
Midelt,Aghbalou,Ait Ouahi Ou Hakki,DR,Dispensaire Rural
Midelt,Ait Ben Yacoub,Tamayouste,CSC,Centre de santé communal
Midelt,Zaida,Zaida,CSC,Centre de santé communal
Midelt,Zaida,Ait Mouly,DR,Dispensaire Rural
Midelt,Itzer,Itzer,CSCA,Centre de santé communal avec module d'accouchement
Midelt,Anemzi,Anemzi,CSC,Centre de santé communal
Midelt,Anemzi,Tirghiste,DR,Dispensaire Rural
Midelt,Agoudim,Agoudim,CSC,Centre de santé communal
Midelt,Agoudim,Lougagh,DR,Dispensaire Rural
Midelt,Sidi Yahya Ou Youssef,Bouadel,CSC,Centre de santé communal
Midelt,Tounfite,Tounfite,CSCA,Centre de santé communal avec module d'accouchement
Midelt,Imilchil,Tilmi,DR,Dispensaire Rural
Midelt,Gourrama,Tit N'Ali,DR,Dispensaire Rural
Midelt,Ait Yahya,Tisraouline,DR,Dispensaire Rural
Midelt,Imilchil,Ait Abdi,DR,Dispensaire Rural
Midelt,Anemzi,Anfgou,DR,Dispensaire Rural
Mohammedia,Mohammedia,Riad,CSU,Centre de santé urbain
Mohammedia,Mohammedia,CHABAB (El Alia),CSU,Centre de santé urbain
Mohammedia,Mohammedia,Kasbah,CSU,Centre de santé urbain
Mohammedia,Mohammedia,Bradaa,CSU,Centre de santé urbain
Mohammedia,Mohammedia,Hassania (Jabir Ibn Hayane),CSU,Centre de santé urbain
Mohammedia,Mohammedia,El Alia,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Mohammedia,Mohammedia,Laboratoire Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Mohammedia,Ain Harrouda,A.Harrouda,CSUA,Centre de santé urbain avec module d'accouchement
Mohammedia,Bni Yakhlef,Bni Yakhlef,CSCA,Centre de santé communal avec module d'accouchement
Mohammedia,Sidi Moussa Ben Ali,S.Moussa Ben Ali,CSC,Centre de santé communal
Mohammedia,Sidi Moussa Majdoub,S.Moussa L'majdoub,CSC,Centre de santé communal
Mohammedia,Ech-Challalate,Ech-Challalate,CSC,Centre de santé communal
Mohammedia,Bni Yakhlef,Ain Tekki,DR,Dispensaire Rural
Mohammedia,Ain Harrouda,Sihame,CSU,Centre de santé urbain
Moulay Yacoub,Moulay Yacoub,My YACOUB,CSUA,Centre de santé urbain avec module d'accouchement
Moulay Yacoub,Sebaa Rouadi,Ain Allah,CSCA,Centre de santé communal avec module d'accouchement
Moulay Yacoub,Sebaa Rouadi,Ghomra,DR,Dispensaire Rural
Moulay Yacoub,Mikkes,Mikkes,CSCA,Centre de santé communal avec module d'accouchement
Moulay Yacoub,Sebt Loudaya,Sebt Loudaya,CSC,Centre de santé communal
Moulay Yacoub,Ain Chkef,Ain Chkef,CSCA,Centre de santé communal avec module d'accouchement
Moulay Yacoub,Ain Chkef,Ras El Ma,DR,Dispensaire Rural
Moulay Yacoub,Laajajra,Laajajra,CSCA,Centre de santé communal avec module d'accouchement
Moulay Yacoub,Laajajra,Jouaber,DR,Dispensaire Rural
Moulay Yacoub,Sidi Daoud,Sidi Daoud,CSCA,Centre de santé communal avec module d'accouchement
Moulay Yacoub,Oulad Mimoun,Oulad Mimoun (Sebt Od Jamaa),CSC,Centre de santé communal
Moulay Yacoub,Oulad Mimoun,Ben Yakhlef (Oulad Mimoun),DR,Dispensaire Rural
Moulay Yacoub,Louadaine,Hamria,CSCA,Centre de santé communal avec module d'accouchement
Moulay Yacoub,Ain Bou Ali,S. Ahmed Bernoussi,CSCA,Centre de santé communal avec module d'accouchement
Moulay Yacoub,Ain Bou Ali,Ain Bouali,DR,Dispensaire Rural
Moulay Yacoub,Ain Kansra,Ain Kansara,CSC,Centre de santé communal
Moulay Yacoub,Sebaa Rouadi,Oulad Hilal,DR,Dispensaire Rural
Nador,Nador,El Bahri,CSU,Centre de santé urbain
Nador,Nador,Al Masjid,CSU,Centre de santé urbain
Nador,Nador,Laari Cheikh  ,CSU,Centre de santé urbain
Nador,Nador,Barraca   ,CSU,Centre de santé urbain
Nador,Nador,La Marche Verte,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Nador,Nador,Labo. Epidemiologique (Cdp),LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Nador,Nador,Hassani (Hopital),CRPF,CRPF
Nador,Zeghanghane,Zeghanghane,CSU,Centre de santé urbain
Nador,Bni Ansar,Bni Ansar,CSUA,Centre de santé urbain avec module d'accouchement
Nador,Al Aaroui,Al Aarouit      ,CSU,Centre de santé urbain
Nador,Zaio,Zaio      ,CSUA,Centre de santé urbain avec module d'accouchement
Nador,Bni Bouifrour,Bni Bouyafrour,CSCA,Centre de santé communal avec module d'accouchement
Nador,Ihaddadene,Bouzarzaren (Ihaddaden),CSC,Centre de santé communal
Nador,Iksane,Ihajamane (Iksane),CSC,Centre de santé communal
Nador,Selouane,Selouane,CSUA,Centre de santé urbain avec module d'accouchement
Nador,Bouarg,Taouima,CSC,Centre de santé communal
Nador,Iaazzanene,Iaazzanene,CSC,Centre de santé communal
Nador,Bni Chiker,Bni Chiker  ,CSCA,Centre de santé communal avec module d'accouchement
Nador,Bni Chiker,Taourirt,DR,Dispensaire Rural
Nador,Bni Chiker,Rahouana,DR,Dispensaire Rural
Nador,Bni Sidel Jbel,Bni Sidel Jbel,CSCA,Centre de santé communal avec module d'accouchement
Nador,Bni Sidel Louta,Bni Sidel-Louta,CSC,Centre de santé communal
Nador,Hassi Berkane,Hassi-Berkane   ,CSCA,Centre de santé communal avec module d'accouchement
Nador,Afsou,Afsou,CSC,Centre de santé communal
Nador,Tiztoutine,Tistoutine,CSC,Centre de santé communal
Nador,Bni Oukil  Oulad M'hand,Bni Oukil,CSC,Centre de santé communal
Nador,Bni Oukil  Oulad M'hand,Od RAHOU B.AISSA,DR,Dispensaire Rural
Nador,Arekmane,Kariat Arkmane,CSCA,Centre de santé communal avec module d'accouchement
Nador,Arekmane,Ouled Zaaj,DR,Dispensaire Rural
Nador,Al Barkanyene,Ouled Youssef,CSC,Centre de santé communal
Nador,Oulad Settout,Oulad Settout,CSC,Centre de santé communal
Nador,Oulad Daoud Zkhanine,Ouled Daoud,CSC,Centre de santé communal
Nador,Ras El Ma,Ras El Ma,CSUA,Centre de santé urbain avec module d'accouchement
Nouaceur,Nouaceur,Nouaceur,CSU,Centre de santé urbain
Nouaceur,Nouaceur,Al Amal  (Zaouia),CSU,Centre de santé urbain
Nouaceur,Bouskoura,Bouskoura,CSUA,Centre de santé urbain avec module d'accouchement
Nouaceur,Bouskoura,Ain Jemaa (Boufaid Od Si Massaoud),CSU,Centre de santé urbain
Nouaceur,Dar Bouazza,Dar Bouazza,CSU,Centre de santé urbain
Nouaceur,Oulad Salah,Ouled Salah,CSCA,Centre de santé communal avec module d'accouchement
Nouaceur,Oulad Salah,Lamaarif,DR,Dispensaire Rural
Nouaceur,Oulad Azzouz,Ouled Azzouz,DR,Dispensaire Rural
Nouaceur,Nouaceur,Errahma I,CSU,Centre de santé urbain
Nouaceur,Nouaceur,ErrahmaII,CSU,Centre de santé urbain
